"Date","Price","Open","High","Low","Vol.","Change %"
"09/01/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/31/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/30/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/29/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/26/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/25/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/24/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/23/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/22/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/19/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/18/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/17/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/16/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/15/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/12/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/11/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/10/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/09/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/08/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/05/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/04/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/03/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/02/2022","2.33","2.33","2.33","2.33","","0.00%"
"08/01/2022","2.33","2.33","2.33","2.33","","0.43%"
"07/29/2022","2.32","2.32","2.32","2.32","","-0.43%"
"07/28/2022","2.33","2.33","2.33","2.33","","47.47%"
"07/27/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/26/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/25/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/22/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/21/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/20/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/19/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/18/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/15/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/14/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/13/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/12/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/11/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/08/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/07/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/06/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/05/2022","1.58","1.58","1.58","1.58","","0.00%"
"07/01/2022","1.58","1.58","1.58","1.58","","0.00%"
"06/30/2022","1.58","1.58","1.58","1.58","","0.00%"
"06/29/2022","1.58","1.58","1.58","1.58","","0.00%"
"06/28/2022","1.58","1.58","1.58","1.58","","0.00%"
"06/27/2022","1.58","1.58","1.58","1.58","","0.00%"
"06/24/2022","1.58","1.58","1.58","1.58","","0.00%"
"06/23/2022","1.58","1.58","1.58","1.58","","0.00%"
"06/22/2022","1.58","1.58","1.58","1.58","","0.00%"
"06/21/2022","1.58","1.58","1.58","1.58","","0.00%"
"06/17/2022","1.58","1.58","1.58","1.58","","0.00%"
"06/16/2022","1.58","1.58","1.58","1.58","","90.36%"
"06/15/2022","0.83","0.83","0.83","0.83","","0.00%"
"06/14/2022","0.83","0.83","0.83","0.83","","0.00%"
"06/13/2022","0.83","0.83","0.83","0.83","","0.00%"
"06/10/2022","0.83","0.83","0.83","0.83","","0.00%"
"06/09/2022","0.83","0.83","0.83","0.83","","0.00%"
"06/08/2022","0.83","0.83","0.83","0.83","","0.00%"
"06/07/2022","0.83","0.83","0.83","0.83","","0.00%"
"06/06/2022","0.83","0.83","0.83","0.83","","0.00%"
"06/03/2022","0.83","0.83","0.83","0.83","","0.00%"
"06/02/2022","0.83","0.83","0.83","0.83","","0.00%"
"06/01/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/31/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/27/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/26/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/25/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/24/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/23/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/20/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/19/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/18/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/17/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/16/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/13/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/12/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/11/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/10/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/09/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/06/2022","0.83","0.83","0.83","0.83","","0.00%"
"05/05/2022","0.83","0.83","0.83","0.83","","151.52%"
"05/04/2022","0.33","0.33","0.33","0.33","","0.00%"
"05/03/2022","0.33","0.33","0.33","0.33","","0.00%"
"05/02/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/29/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/28/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/27/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/26/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/25/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/22/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/21/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/20/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/19/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/18/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/15/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/14/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/13/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/12/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/11/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/08/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/07/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/06/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/05/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/04/2022","0.33","0.33","0.33","0.33","","0.00%"
"04/01/2022","0.33","0.33","0.33","0.33","","0.00%"
"03/31/2022","0.33","0.33","0.33","0.33","","0.00%"
"03/30/2022","0.33","0.33","0.33","0.33","","0.00%"
"03/29/2022","0.33","0.33","0.33","0.33","","0.00%"
"03/28/2022","0.33","0.33","0.33","0.33","","0.00%"
"03/25/2022","0.33","0.33","0.33","0.33","","0.00%"
"03/24/2022","0.33","0.33","0.33","0.33","","0.00%"
"03/23/2022","0.33","0.33","0.33","0.33","","0.00%"
"03/22/2022","0.33","0.33","0.33","0.33","","0.00%"
"03/21/2022","0.33","0.33","0.33","0.33","","0.00%"
"03/18/2022","0.33","0.33","0.33","0.33","","0.00%"
"03/17/2022","0.33","0.33","0.33","0.33","","312.50%"
"03/16/2022","0.08","0.08","0.08","0.08","","0.00%"
"03/15/2022","0.08","0.08","0.08","0.08","","0.00%"
"03/14/2022","0.08","0.08","0.08","0.08","","0.00%"
"03/11/2022","0.08","0.08","0.08","0.08","","0.00%"
"03/10/2022","0.08","0.08","0.08","0.08","","0.00%"
"03/09/2022","0.08","0.08","0.08","0.08","","0.00%"
"03/08/2022","0.08","0.08","0.08","0.08","","0.00%"
"03/07/2022","0.08","0.08","0.08","0.08","","0.00%"
"03/04/2022","0.08","0.08","0.08","0.08","","0.00%"
"03/03/2022","0.08","0.08","0.08","0.08","","0.00%"
"03/02/2022","0.08","0.08","0.08","0.08","","0.00%"
"03/01/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/28/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/25/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/24/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/23/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/22/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/18/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/17/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/16/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/15/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/14/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/11/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/10/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/09/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/08/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/07/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/04/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/03/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/02/2022","0.08","0.08","0.08","0.08","","0.00%"
"02/01/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/31/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/28/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/27/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/26/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/25/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/24/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/21/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/20/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/19/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/18/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/14/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/13/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/12/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/11/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/10/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/07/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/06/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/05/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/04/2022","0.08","0.08","0.08","0.08","","0.00%"
"01/03/2022","0.08","0.08","0.08","0.08","","14.29%"
"12/31/2021","0.07","0.07","0.07","0.07","","-12.50%"
"12/30/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/29/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/28/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/27/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/24/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/23/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/22/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/21/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/20/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/17/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/16/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/15/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/14/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/13/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/10/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/09/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/08/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/07/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/06/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/03/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/02/2021","0.08","0.08","0.08","0.08","","0.00%"
"12/01/2021","0.08","0.08","0.08","0.08","","14.29%"
"11/30/2021","0.07","0.07","0.07","0.07","","-12.50%"
"11/29/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/26/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/24/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/23/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/22/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/19/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/18/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/17/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/16/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/15/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/12/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/10/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/09/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/08/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/05/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/04/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/03/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/02/2021","0.08","0.08","0.08","0.08","","0.00%"
"11/01/2021","0.08","0.08","0.08","0.08","","14.29%"
"10/29/2021","0.07","0.07","0.07","0.07","","-12.50%"
"10/28/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/27/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/26/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/25/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/22/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/21/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/20/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/19/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/18/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/15/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/14/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/13/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/12/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/08/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/07/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/06/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/05/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/04/2021","0.08","0.08","0.08","0.08","","0.00%"
"10/01/2021","0.08","0.08","0.08","0.08","","33.33%"
"09/30/2021","0.06","0.06","0.06","0.06","","-25.00%"
"09/29/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/28/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/27/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/24/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/23/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/22/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/21/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/20/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/17/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/16/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/15/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/14/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/13/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/10/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/09/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/08/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/07/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/03/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/02/2021","0.08","0.08","0.08","0.08","","0.00%"
"09/01/2021","0.08","0.08","0.08","0.08","","33.33%"
"08/31/2021","0.06","0.06","0.06","0.06","","-25.00%"
"08/30/2021","0.08","0.08","0.08","0.08","","0.00%"
"08/27/2021","0.08","0.08","0.08","0.08","","-11.11%"
"08/26/2021","0.09","0.09","0.09","0.09","","0.00%"
"08/25/2021","0.09","0.09","0.09","0.09","","0.00%"
"08/24/2021","0.09","0.09","0.09","0.09","","0.00%"
"08/23/2021","0.09","0.09","0.09","0.09","","0.00%"
"08/20/2021","0.09","0.09","0.09","0.09","","0.00%"
"08/19/2021","0.09","0.09","0.09","0.09","","0.00%"
"08/18/2021","0.09","0.09","0.09","0.09","","-10.00%"
"08/17/2021","0.10","0.10","0.10","0.10","","0.00%"
"08/16/2021","0.10","0.10","0.10","0.10","","0.00%"
"08/13/2021","0.10","0.10","0.10","0.10","","0.00%"
"08/12/2021","0.10","0.10","0.10","0.10","","0.00%"
"08/11/2021","0.10","0.10","0.10","0.10","","0.00%"
"08/10/2021","0.10","0.10","0.10","0.10","","0.00%"
"08/09/2021","0.10","0.10","0.10","0.10","","0.00%"
"08/06/2021","0.10","0.10","0.10","0.10","","0.00%"
"08/05/2021","0.10","0.10","0.10","0.10","","0.00%"
"08/04/2021","0.10","0.10","0.10","0.10","","0.00%"
"08/03/2021","0.10","0.10","0.10","0.10","","0.00%"
"08/02/2021","0.10","0.10","0.10","0.10","","42.86%"
"07/30/2021","0.07","0.07","0.07","0.07","","-30.00%"
"07/29/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/28/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/27/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/26/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/23/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/22/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/21/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/20/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/19/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/16/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/15/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/14/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/13/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/12/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/09/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/08/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/07/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/06/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/02/2021","0.10","0.10","0.10","0.10","","0.00%"
"07/01/2021","0.10","0.10","0.10","0.10","","25.00%"
"06/30/2021","0.08","0.08","0.08","0.08","","-20.00%"
"06/29/2021","0.10","0.10","0.10","0.10","","0.00%"
"06/28/2021","0.10","0.10","0.10","0.10","","0.00%"
"06/25/2021","0.10","0.10","0.10","0.10","","0.00%"
"06/24/2021","0.10","0.10","0.10","0.10","","0.00%"
"06/23/2021","0.10","0.10","0.10","0.10","","0.00%"
"06/22/2021","0.10","0.10","0.10","0.10","","0.00%"
"06/21/2021","0.10","0.10","0.10","0.10","","0.00%"
"06/18/2021","0.10","0.10","0.10","0.10","","0.00%"
"06/17/2021","0.10","0.10","0.10","0.10","","66.67%"
"06/16/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/15/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/14/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/11/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/10/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/09/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/08/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/07/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/04/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/03/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/02/2021","0.06","0.06","0.06","0.06","","0.00%"
"06/01/2021","0.06","0.06","0.06","0.06","","20.00%"
"05/28/2021","0.05","0.05","0.05","0.05","","-16.67%"
"05/27/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/26/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/25/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/24/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/21/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/20/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/19/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/18/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/17/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/14/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/13/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/12/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/11/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/10/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/07/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/06/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/05/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/04/2021","0.06","0.06","0.06","0.06","","0.00%"
"05/03/2021","0.06","0.06","0.06","0.06","","20.00%"
"04/30/2021","0.05","0.05","0.05","0.05","","-16.67%"
"04/29/2021","0.06","0.06","0.06","0.06","","-14.29%"
"04/28/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/27/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/26/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/23/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/22/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/21/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/20/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/19/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/16/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/15/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/14/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/13/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/12/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/09/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/08/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/07/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/06/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/05/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/02/2021","0.07","0.07","0.07","0.07","","0.00%"
"04/01/2021","0.07","0.07","0.07","0.07","","16.67%"
"03/31/2021","0.06","0.06","0.06","0.06","","-14.29%"
"03/30/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/29/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/26/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/25/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/24/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/23/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/22/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/19/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/18/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/17/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/16/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/15/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/12/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/11/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/10/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/09/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/08/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/05/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/04/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/03/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/02/2021","0.07","0.07","0.07","0.07","","0.00%"
"03/01/2021","0.07","0.07","0.07","0.07","","0.00%"
"02/26/2021","0.07","0.07","0.07","0.07","","0.00%"
"02/25/2021","0.07","0.07","0.07","0.07","","0.00%"
"02/24/2021","0.07","0.07","0.07","0.07","","0.00%"
"02/23/2021","0.07","0.07","0.07","0.07","","0.00%"
"02/22/2021","0.07","0.07","0.07","0.07","","0.00%"
"02/19/2021","0.07","0.07","0.07","0.07","","0.00%"
"02/18/2021","0.07","0.07","0.07","0.07","","-12.50%"
"02/17/2021","0.08","0.08","0.08","0.08","","0.00%"
"02/16/2021","0.08","0.08","0.08","0.08","","0.00%"
"02/12/2021","0.08","0.08","0.08","0.08","","0.00%"
"02/11/2021","0.08","0.08","0.08","0.08","","0.00%"
"02/10/2021","0.08","0.08","0.08","0.08","","0.00%"
"02/09/2021","0.08","0.08","0.08","0.08","","14.29%"
"02/08/2021","0.07","0.07","0.07","0.07","","-12.50%"
"02/05/2021","0.08","0.08","0.08","0.08","","0.00%"
"02/04/2021","0.08","0.08","0.08","0.08","","0.00%"
"02/03/2021","0.08","0.08","0.08","0.08","","0.00%"
"02/02/2021","0.08","0.08","0.08","0.08","","0.00%"
"02/01/2021","0.08","0.08","0.08","0.08","","14.29%"
"01/29/2021","0.07","0.07","0.07","0.07","","0.00%"
"01/28/2021","0.07","0.07","0.07","0.07","","-12.50%"
"01/27/2021","0.08","0.08","0.08","0.08","","0.00%"
"01/26/2021","0.08","0.08","0.08","0.08","","0.00%"
"01/25/2021","0.08","0.08","0.08","0.08","","0.00%"
"01/22/2021","0.08","0.08","0.08","0.08","","0.00%"
"01/21/2021","0.08","0.08","0.08","0.08","","-11.11%"
"01/20/2021","0.09","0.09","0.09","0.09","","0.00%"
"01/19/2021","0.09","0.09","0.09","0.09","","0.00%"
"01/15/2021","0.09","0.09","0.09","0.09","","0.00%"
"01/14/2021","0.09","0.09","0.09","0.09","","0.00%"
"01/13/2021","0.09","0.09","0.09","0.09","","0.00%"
"01/12/2021","0.09","0.09","0.09","0.09","","0.00%"
"01/11/2021","0.09","0.09","0.09","0.09","","0.00%"
"01/08/2021","0.09","0.09","0.09","0.09","","0.00%"
"01/07/2021","0.09","0.09","0.09","0.09","","0.00%"
"01/06/2021","0.09","0.09","0.09","0.09","","0.00%"
"01/05/2021","0.09","0.09","0.09","0.09","","0.00%"
"01/04/2021","0.09","0.09","0.09","0.09","","0.00%"
"12/31/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/30/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/29/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/28/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/24/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/23/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/22/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/21/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/18/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/17/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/16/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/15/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/14/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/11/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/10/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/09/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/08/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/07/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/04/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/03/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/02/2020","0.09","0.09","0.09","0.09","","0.00%"
"12/01/2020","0.09","0.09","0.09","0.09","","0.00%"
"11/30/2020","0.09","0.09","0.09","0.09","","12.50%"
"11/27/2020","0.08","0.08","0.08","0.08","","0.00%"
"11/25/2020","0.08","0.08","0.08","0.08","","0.00%"
"11/24/2020","0.08","0.08","0.08","0.08","","0.00%"
"11/23/2020","0.08","0.08","0.08","0.08","","0.00%"
"11/20/2020","0.08","0.08","0.08","0.08","","0.00%"
"11/19/2020","0.08","0.08","0.08","0.08","","-11.11%"
